OTU,Size,Kingdom,Phylum,Class,Order,Family,Genus
Otu000784,43,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,unclassified
Otu000785,51,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000786,27,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000787,350,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000788,31,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000789,77,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000790,24,Bacteria,Actinobacteria,Actinobacteria,unclassified,unclassified,unclassified
Otu000791,21,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,unclassified
Otu000792,37,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XI,Tepidimicrobium
Otu000793,40,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,unclassified,unclassified
Otu000794,32,Bacteria,Proteobacteria,Betaproteobacteria,unclassified,unclassified,unclassified
Otu000795,29,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,unclassified
Otu000796,43,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Roseomonas
Otu000797,36,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified
Otu000798,28,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,unclassified,unclassified
Otu000799,37,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas
Otu000800,45,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000801,25,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu000802,28,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000803,30,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae_1,Paenibacillus
Otu000804,33,Bacteria,Actinobacteria,Actinobacteria,unclassified,unclassified,unclassified
Otu000805,241,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000806,23,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Gemmata
Otu000807,51,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_order_incertae_sedis,Gammaproteobacteria_family_incertae_sedis,unclassified
Otu000808,39,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Stella
Otu000809,37,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Gemmata
Otu000810,21,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas
Otu000811,22,Bacteria,Proteobacteria,Betaproteobacteria,unclassified,unclassified,unclassified
Otu000812,27,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XVIII,Symbiobacterium
Otu000813,26,Bacteria,Actinobacteria,Actinobacteria,unclassified,unclassified,unclassified
Otu000814,27,Bacteria,Acidobacteria,Acidobacteria_Gp10,Acidobacteria_Gp10_order_incertae_sedis,Acidobacteria_Gp10_family_incertae_sedis,Gp10
Otu000815,115,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu000816,21,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified
Otu000817,40,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,unclassified,unclassified
Otu000818,78,Bacteria,Chloroflexi,unclassified,unclassified,unclassified,unclassified
Otu000819,25,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000820,30,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu000821,46,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,unclassified
Otu000822,38,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000823,24,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000824,21,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000825,28,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas
Otu000826,37,Bacteria,TM7,TM7_class_incertae_sedis,TM7_order_incertae_sedis,TM7_family_incertae_sedis,TM7_genus_incertae_sedis
Otu000827,28,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,unclassified,unclassified
Otu000828,26,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu000829,20,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000830,82,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Rhodopirellula
Otu000831,19,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000832,48,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,unclassified
Otu000833,26,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified,unclassified,unclassified
Otu000834,92,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,unclassified
Otu000835,41,Bacteria,Chloroflexi,unclassified,unclassified,unclassified,unclassified
Otu000836,27,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000837,44,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,Actinocatenispora
Otu000838,34,Bacteria,Firmicutes,Clostridia,Clostridiales,Incertae_Sedis_XI,Clostridium_XII
Otu000839,89,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000840,96,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000841,77,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000842,51,Bacteria,Bacteroidetes,Bacteroidetes_incertae_sedis_class_incertae_sedis,Bacteroidetes_incertae_sedis_order_incertae_sedis,Bacteroidetes_incertae_sedis_family_incertae_sedis,Ohtaekwangia
Otu000843,20,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000844,66,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000845,73,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified
Otu000846,38,Bacteria,Actinobacteria,Actinobacteria,unclassified,unclassified,unclassified
Otu000847,41,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Gemmata
Otu000848,34,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacteraceae,Anaeromyxobacter
Otu000849,31,Bacteria,TM7,TM7_class_incertae_sedis,TM7_order_incertae_sedis,TM7_family_incertae_sedis,TM7_genus_incertae_sedis
Otu000850,23,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000851,126,Bacteria,OD1,OD1_class_incertae_sedis,OD1_order_incertae_sedis,OD1_family_incertae_sedis,OD1_genus_incertae_sedis
Otu000852,33,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000853,30,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000854,78,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified,unclassified,unclassified
Otu000855,28,Bacteria,Acidobacteria,Acidobacteria_Gp1,Acidobacteria_Gp1_order_incertae_sedis,Acidobacteria_Gp1_family_incertae_sedis,Gp1
Otu000856,82,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000857,36,Bacteria,Proteobacteria,Deltaproteobacteria,unclassified,unclassified,unclassified
Otu000858,22,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_order_incertae_sedis,Gammaproteobacteria_family_incertae_sedis,Solimonas
Otu000859,89,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto
Otu000860,19,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Zavarzinella
Otu000861,34,Bacteria,Actinobacteria,Actinobacteria,Acidimicrobiales,unclassified,unclassified
Otu000862,45,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000863,89,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000864,69,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis
Otu000865,91,Bacteria,Bacteroidetes,unclassified,unclassified,unclassified,unclassified
Otu000866,168,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000867,37,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,unclassified,unclassified
Otu000868,32,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,unclassified
Otu000869,65,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000870,26,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified,unclassified,unclassified
Otu000871,31,Bacteria,Acidobacteria,Acidobacteria_Gp10,Acidobacteria_Gp10_order_incertae_sedis,Acidobacteria_Gp10_family_incertae_sedis,Gp10
Otu000872,23,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,unclassified
Otu000873,72,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified,unclassified,unclassified
Otu000874,37,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000875,28,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000876,25,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000877,59,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinopolysporaceae,Actinopolyspora
Otu000878,50,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Vitellibacter
Otu000879,30,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000880,25,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified,unclassified,unclassified
Otu000881,36,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,unclassified,unclassified
Otu000882,26,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000883,22,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu000884,23,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Geodermatophilaceae,unclassified
Otu000885,45,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000886,35,Bacteria,Chloroflexi,unclassified,unclassified,unclassified,unclassified
Otu000887,25,Bacteria,Proteobacteria,Deltaproteobacteria,unclassified,unclassified,unclassified
Otu000888,40,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000889,19,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified
Otu000890,35,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillales_incertae_sedis,Caldalkalibacillus
Otu000891,25,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000892,37,Bacteria,OD1,OD1_class_incertae_sedis,OD1_order_incertae_sedis,OD1_family_incertae_sedis,OD1_genus_incertae_sedis
Otu000893,100,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,unclassified,unclassified
Otu000894,26,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000895,39,Bacteria,TM7,TM7_class_incertae_sedis,TM7_order_incertae_sedis,TM7_family_incertae_sedis,TM7_genus_incertae_sedis
Otu000896,30,Bacteria,TM7,TM7_class_incertae_sedis,TM7_order_incertae_sedis,TM7_family_incertae_sedis,TM7_genus_incertae_sedis
Otu000897,60,Bacteria,TM7,TM7_class_incertae_sedis,TM7_order_incertae_sedis,TM7_family_incertae_sedis,TM7_genus_incertae_sedis
Otu000898,69,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium
Otu000899,31,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000900,33,Bacteria,TM7,TM7_class_incertae_sedis,TM7_order_incertae_sedis,TM7_family_incertae_sedis,TM7_genus_incertae_sedis
Otu000901,25,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified
Otu000902,20,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified
Otu000903,24,Bacteria,Chloroflexi,unclassified,unclassified,unclassified,unclassified
Otu000904,55,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified
Otu000905,41,Bacteria,Acidobacteria,Acidobacteria_Gp10,Acidobacteria_Gp10_order_incertae_sedis,Acidobacteria_Gp10_family_incertae_sedis,Gp10
Otu000906,25,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_2,Alkaliphilus
Otu000907,21,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,unclassified
Otu000908,23,Bacteria,Chloroflexi,unclassified,unclassified,unclassified,unclassified
Otu000909,39,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
Otu000910,34,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Bacteriovorax
Otu000911,123,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,unclassified
Otu000912,32,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified
Otu000913,27,Bacteria,Proteobacteria,Deltaproteobacteria,unclassified,unclassified,unclassified
Otu000914,30,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu000915,45,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto
Otu000916,25,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Zavarzinella
Otu000917,25,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Gemmata
Otu000918,30,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,unclassified,unclassified
Otu000919,42,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae,Simkania
Otu000920,25,Bacteria,OP11,OP11_class_incertae_sedis,OP11_order_incertae_sedis,OP11_family_incertae_sedis,OP11_genus_incertae_sedis
Otu000921,63,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Thermobispora
Otu000922,51,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,unclassified,unclassified
Otu000923,17,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,unclassified,unclassified
Otu000924,32,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu000925,21,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Haliea
Otu000926,32,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified,unclassified,unclassified
Otu000927,42,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu000928,24,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified
Otu000929,82,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified
Otu000930,34,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000931,43,Bacteria,Verrucomicrobia,unclassified,unclassified,unclassified,unclassified
Otu000932,21,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,unclassified
Otu000933,26,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Bacteriovorax
Otu000934,45,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000935,25,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000936,50,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000937,18,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000938,34,Bacteria,Chloroflexi,unclassified,unclassified,unclassified,unclassified
Otu000939,26,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000940,26,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas
Otu000941,22,Bacteria,Actinobacteria,Actinobacteria,unclassified,unclassified,unclassified
Otu000942,18,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified
Otu000943,28,Bacteria,Bacteroidetes,unclassified,unclassified,unclassified,unclassified
Otu000944,26,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Zavarzinella
Otu000945,19,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000946,19,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000947,29,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,unclassified
Otu000948,20,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae_1,Desulfosporosinus
Otu000949,32,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000950,19,Bacteria,Actinobacteria,Actinobacteria,Acidimicrobiales,unclassified,unclassified
Otu000951,116,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000952,23,Bacteria,Actinobacteria,Actinobacteria,Acidimicrobiales,unclassified,unclassified
Otu000953,32,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified
Otu000954,99,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000955,21,Bacteria,Proteobacteria,Deltaproteobacteria,unclassified,unclassified,unclassified
Otu000956,23,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,unclassified
Otu000957,59,Bacteria,Verrucomicrobia,unclassified,unclassified,unclassified,unclassified
Otu000958,44,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000959,39,Bacteria,OD1,OD1_class_incertae_sedis,OD1_order_incertae_sedis,OD1_family_incertae_sedis,OD1_genus_incertae_sedis
Otu000960,41,Bacteria,OD1,OD1_class_incertae_sedis,OD1_order_incertae_sedis,OD1_family_incertae_sedis,OD1_genus_incertae_sedis
Otu000961,22,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,unclassified,unclassified
Otu000962,43,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu000963,33,Bacteria,Actinobacteria,Actinobacteria,Solirubrobacterales,unclassified,unclassified
