OTU,Size,Kingdom,Phylum,Class,Order,Family,Genus
Otu001506,35,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,unclassified,unclassified
Otu001507,11,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001508,37,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001509,32,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Parachlamydia
Otu001510,13,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu001511,30,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001512,32,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001513,67,Bacteria,OD1,OD1_class_incertae_sedis,OD1_order_incertae_sedis,OD1_family_incertae_sedis,OD1_genus_incertae_sedis
Otu001514,17,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001515,15,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001516,24,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,unclassified,unclassified
Otu001517,14,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu001518,14,Bacteria,Chloroflexi,unclassified,unclassified,unclassified,unclassified
Otu001519,21,Bacteria,OD1,OD1_class_incertae_sedis,OD1_order_incertae_sedis,OD1_family_incertae_sedis,OD1_genus_incertae_sedis
Otu001520,41,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001521,30,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001522,12,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,unclassified
Otu001523,13,Bacteria,OD1,OD1_class_incertae_sedis,OD1_order_incertae_sedis,OD1_family_incertae_sedis,OD1_genus_incertae_sedis
Otu001524,11,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001525,16,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001526,13,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001527,21,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella
Otu001528,75,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001529,29,Bacteria,Actinobacteria,Actinobacteria,Acidimicrobiales,unclassified,unclassified
Otu001530,16,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001531,60,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001532,11,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001533,34,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,unclassified,unclassified
Otu001534,56,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001535,57,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001536,15,Bacteria,Actinobacteria,Actinobacteria,unclassified,unclassified,unclassified
Otu001537,12,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae_2,unclassified
Otu001538,12,Bacteria,Verrucomicrobia,Subdivision3,Subdivision3_order_incertae_sedis,Subdivision3_family_incertae_sedis,3_genus_incertae_sedis
Otu001539,36,Bacteria,OD1,OD1_class_incertae_sedis,OD1_order_incertae_sedis,OD1_family_incertae_sedis,OD1_genus_incertae_sedis
Otu001540,18,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu001541,11,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001542,15,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XI,unclassified
Otu001543,13,Bacteria,Firmicutes,Bacilli,Bacillales,unclassified,unclassified
Otu001544,10,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified
Otu001545,25,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae_2,unclassified
Otu001546,11,Bacteria,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae_1,Thermoactinomyces
Otu001547,104,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001548,35,Bacteria,TM7,TM7_class_incertae_sedis,TM7_order_incertae_sedis,TM7_family_incertae_sedis,TM7_genus_incertae_sedis
Otu001549,18,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001550,37,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu001551,10,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001552,12,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001553,43,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001554,14,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Planctomyces
Otu001555,11,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu001556,12,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001557,18,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001558,13,Bacteria,Proteobacteria,Deltaproteobacteria,unclassified,unclassified,unclassified
Otu001559,24,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu001560,32,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001561,13,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,unclassified,unclassified
Otu001562,11,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001563,51,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu001564,12,Bacteria,Bacteroidetes,unclassified,unclassified,unclassified,unclassified
Otu001565,16,Bacteria,OD1,OD1_class_incertae_sedis,OD1_order_incertae_sedis,OD1_family_incertae_sedis,OD1_genus_incertae_sedis
Otu001566,12,Bacteria,Firmicutes,Bacilli,Bacillales,Pasteuriaceae,Pasteuria
Otu001567,17,Bacteria,OD1,OD1_class_incertae_sedis,OD1_order_incertae_sedis,OD1_family_incertae_sedis,OD1_genus_incertae_sedis
Otu001568,42,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,unclassified,unclassified
Otu001569,16,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001570,12,Bacteria,Chloroflexi,unclassified,unclassified,unclassified,unclassified
Otu001571,39,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001572,81,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001573,24,Bacteria,TM7,TM7_class_incertae_sedis,TM7_order_incertae_sedis,TM7_family_incertae_sedis,TM7_genus_incertae_sedis
Otu001574,12,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Luteolibacter
Otu001575,10,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified,unclassified,unclassified
Otu001576,68,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001577,14,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,unclassified
Otu001578,20,Bacteria,Bacteroidetes,unclassified,unclassified,unclassified,unclassified
Otu001579,10,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified
Otu001580,22,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001581,25,Bacteria,OP11,OP11_class_incertae_sedis,OP11_order_incertae_sedis,OP11_family_incertae_sedis,OP11_genus_incertae_sedis
Otu001582,13,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto
Otu001583,16,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001584,12,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001585,23,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001586,12,Bacteria,Actinobacteria,Actinobacteria,unclassified,unclassified,unclassified
Otu001587,19,Bacteria,OD1,OD1_class_incertae_sedis,OD1_order_incertae_sedis,OD1_family_incertae_sedis,OD1_genus_incertae_sedis
Otu001588,12,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified
Otu001589,13,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Neochlamydia
Otu001590,24,Bacteria,Actinobacteria,Actinobacteria,Solirubrobacterales,unclassified,unclassified
Otu001591,14,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,unclassified,unclassified
Otu001592,26,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,Ktedonobacter
Otu001593,14,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Flammeovirgaceae,unclassified
Otu001594,17,Bacteria,Chloroflexi,unclassified,unclassified,unclassified,unclassified
Otu001595,19,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,unclassified
Otu001596,18,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium
Otu001597,18,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,unclassified
Otu001598,16,Bacteria,Chloroflexi,Thermomicrobia,Sphaerobacterales,Sphaerobacteraceae,Sphaerobacter
Otu001599,25,Bacteria,Bacteroidetes,unclassified,unclassified,unclassified,unclassified
Otu001600,32,Bacteria,Acidobacteria,unclassified,unclassified,unclassified,unclassified
Otu001601,18,Bacteria,OD1,OD1_class_incertae_sedis,OD1_order_incertae_sedis,OD1_family_incertae_sedis,OD1_genus_incertae_sedis
Otu001602,12,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified,unclassified,unclassified
Otu001603,11,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu001604,10,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,unclassified,unclassified
Otu001605,25,Bacteria,Chloroflexi,unclassified,unclassified,unclassified,unclassified
Otu001606,16,Bacteria,Chloroflexi,Caldilineae,Caldilineales,Caldilineaceae,Caldilinea
Otu001607,26,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001608,11,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Longilinea
Otu001609,10,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,unclassified
Otu001610,10,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,unclassified
Otu001611,16,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,unclassified,unclassified
Otu001612,11,Bacteria,Firmicutes,Bacilli,Bacillales,unclassified,unclassified
Otu001613,11,Bacteria,Acidobacteria,Acidobacteria_Gp16,Acidobacteria_Gp16_order_incertae_sedis,Acidobacteria_Gp16_family_incertae_sedis,Gp16
Otu001614,13,Bacteria,Proteobacteria,Deltaproteobacteria,unclassified,unclassified,unclassified
Otu001615,21,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001616,34,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001617,13,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001618,16,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Aquicella
Otu001619,46,Bacteria,OD1,OD1_class_incertae_sedis,OD1_order_incertae_sedis,OD1_family_incertae_sedis,OD1_genus_incertae_sedis
Otu001620,17,Bacteria,OD1,OD1_class_incertae_sedis,OD1_order_incertae_sedis,OD1_family_incertae_sedis,OD1_genus_incertae_sedis
Otu001621,32,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,unclassified
Otu001622,27,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,unclassified
Otu001623,28,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,unclassified,unclassified
Otu001624,24,Bacteria,Verrucomicrobia,Opitutae,Puniceicoccales,Puniceicoccaceae,unclassified
Otu001625,12,Bacteria,OD1,OD1_class_incertae_sedis,OD1_order_incertae_sedis,OD1_family_incertae_sedis,OD1_genus_incertae_sedis
Otu001626,16,Bacteria,Bacteroidetes,unclassified,unclassified,unclassified,unclassified
Otu001627,11,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001628,15,Bacteria,Firmicutes,Bacilli,Bacillales,Pasteuriaceae,Pasteuria
Otu001629,12,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Agaricicola
Otu001630,20,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001631,102,Bacteria,TM7,TM7_class_incertae_sedis,TM7_order_incertae_sedis,TM7_family_incertae_sedis,TM7_genus_incertae_sedis
Otu001632,94,Bacteria,Firmicutes,Clostridia,unclassified,unclassified,unclassified
Otu001633,10,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Vampirovibrio
Otu001634,9,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillum
Otu001635,15,Bacteria,TM7,TM7_class_incertae_sedis,TM7_order_incertae_sedis,TM7_family_incertae_sedis,TM7_genus_incertae_sedis
Otu001636,10,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Singulisphaera
Otu001637,19,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,unclassified
Otu001638,15,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XVII,Thermaerobacter
Otu001639,11,Bacteria,Firmicutes,unclassified,unclassified,unclassified,unclassified
Otu001640,11,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,unclassified
Otu001641,11,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae_1,Desulfitobacterium
Otu001642,25,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001643,29,Bacteria,TM7,TM7_class_incertae_sedis,TM7_order_incertae_sedis,TM7_family_incertae_sedis,TM7_genus_incertae_sedis
Otu001644,13,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
Otu001645,12,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Parachlamydia
Otu001646,22,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001647,14,Bacteria,Actinobacteria,Actinobacteria,Acidimicrobiales,unclassified,unclassified
Otu001648,10,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001649,18,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Anaerospora
Otu001650,14,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001651,15,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Saccharophagus
Otu001652,12,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001653,18,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001654,20,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Parachlamydia
Otu001655,23,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001656,22,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001657,9,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis
Otu001658,26,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,unclassified
Otu001659,11,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu001660,14,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,unclassified,unclassified
Otu001661,11,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001662,13,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001663,21,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Xiphinematobacter
Otu001664,15,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001665,12,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Cryomorphaceae,Fluviicola
Otu001666,26,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001667,18,Bacteria,Acidobacteria,Acidobacteria_Gp25,Acidobacteria_Gp25_order_incertae_sedis,Acidobacteria_Gp25_family_incertae_sedis,Gp25
Otu001668,12,Bacteria,OD1,OD1_class_incertae_sedis,OD1_order_incertae_sedis,OD1_family_incertae_sedis,OD1_genus_incertae_sedis
Otu001669,14,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001670,11,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Gemmata
Otu001671,11,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001672,29,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001673,27,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001674,12,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,unclassified,unclassified
Otu001675,22,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,unclassified,unclassified
Otu001676,28,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,unclassified,unclassified
Otu001677,10,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu001678,13,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified
Otu001679,14,Bacteria,Verrucomicrobia,Subdivision3,Subdivision3_order_incertae_sedis,Subdivision3_family_incertae_sedis,3_genus_incertae_sedis
Otu001680,27,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,unclassified
Otu001681,12,Bacteria,OD1,OD1_class_incertae_sedis,OD1_order_incertae_sedis,OD1_family_incertae_sedis,OD1_genus_incertae_sedis
Otu001682,68,Bacteria,OP11,OP11_class_incertae_sedis,OP11_order_incertae_sedis,OP11_family_incertae_sedis,OP11_genus_incertae_sedis
Otu001683,12,Bacteria,TM7,TM7_class_incertae_sedis,TM7_order_incertae_sedis,TM7_family_incertae_sedis,TM7_genus_incertae_sedis
Otu001684,14,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Gemmata
Otu001685,10,Bacteria,Actinobacteria,Actinobacteria,Acidimicrobiales,unclassified,unclassified
Otu001686,9,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Singulisphaera
Otu001687,12,Bacteria,Acidobacteria,Acidobacteria_Gp25,Acidobacteria_Gp25_order_incertae_sedis,Acidobacteria_Gp25_family_incertae_sedis,Gp25
Otu001688,13,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu001689,19,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,unclassified
Otu001690,10,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001691,11,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,unclassified
Otu001692,12,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001693,15,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Gemmata
Otu001694,11,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,unclassified
Otu001695,12,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001696,9,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001697,26,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified
Otu001698,10,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified
Otu001699,24,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001700,15,Bacteria,Verrucomicrobia,Opitutae,unclassified,unclassified,unclassified
Otu001701,22,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Verrucomicrobium
Otu001702,12,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Cytophagaceae,Rhodocytophaga
Otu001703,11,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces
Otu001704,10,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001705,29,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,unclassified,unclassified
Otu001706,13,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,unclassified
Otu001707,18,Bacteria,Proteobacteria,Deltaproteobacteria,unclassified,unclassified,unclassified
Otu001708,14,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu001709,16,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,unclassified
Otu001710,14,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu001711,9,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001712,14,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Singulisphaera
Otu001713,33,Bacteria,Verrucomicrobia,Subdivision3,Subdivision3_order_incertae_sedis,Subdivision3_family_incertae_sedis,3_genus_incertae_sedis
Otu001714,9,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001715,17,Bacteria,TM7,TM7_class_incertae_sedis,TM7_order_incertae_sedis,TM7_family_incertae_sedis,TM7_genus_incertae_sedis
Otu001716,16,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001717,13,Bacteria,Actinobacteria,Actinobacteria,Acidimicrobiales,Acidimicrobineae_incertae_sedis,Aciditerrimonas
Otu001718,9,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu001719,69,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001720,9,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,unclassified,unclassified
Otu001721,10,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Oxobacter
Otu001722,14,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001723,16,Bacteria,Actinobacteria,Actinobacteria,Acidimicrobiales,Acidimicrobineae_incertae_sedis,Aciditerrimonas
Otu001724,13,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001725,21,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
Otu001726,15,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,unclassified,unclassified
Otu001727,11,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified
Otu001728,15,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
Otu001729,19,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Neochlamydia
Otu001730,9,Bacteria,Firmicutes,unclassified,unclassified,unclassified,unclassified
Otu001731,19,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu001732,16,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001733,9,Bacteria,Bacteroidetes,Bacteroidetes_incertae_sedis_class_incertae_sedis,Bacteroidetes_incertae_sedis_order_incertae_sedis,Bacteroidetes_incertae_sedis_family_incertae_sedis,Ohtaekwangia
Otu001734,11,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001735,10,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu001736,14,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified,unclassified,unclassified
Otu001737,13,Bacteria,Acidobacteria,Acidobacteria_Gp4,Acidobacteria_Gp4_order_incertae_sedis,Acidobacteria_Gp4_family_incertae_sedis,Gp4
Otu001738,9,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,unclassified
Otu001739,12,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001740,11,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas
Otu001741,10,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001742,11,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001743,17,Bacteria,OD1,OD1_class_incertae_sedis,OD1_order_incertae_sedis,OD1_family_incertae_sedis,OD1_genus_incertae_sedis
Otu001744,30,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001745,17,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified,unclassified,unclassified
Otu001746,19,Bacteria,Chloroflexi,unclassified,unclassified,unclassified,unclassified
Otu001747,14,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Zavarzinella
Otu001748,19,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001749,9,Bacteria,TM7,TM7_class_incertae_sedis,TM7_order_incertae_sedis,TM7_family_incertae_sedis,TM7_genus_incertae_sedis
Otu001750,11,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,unclassified
Otu001751,20,Bacteria,Actinobacteria,Actinobacteria,Acidimicrobiales,unclassified,unclassified
Otu001752,35,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001753,13,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001754,17,Bacteria,Actinobacteria,Actinobacteria,unclassified,unclassified,unclassified
Otu001755,11,Bacteria,Firmicutes,unclassified,unclassified,unclassified,unclassified
Otu001756,10,Bacteria,Actinobacteria,Actinobacteria,unclassified,unclassified,unclassified
Otu001757,9,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Blastopirellula
Otu001758,17,Bacteria,Chloroflexi,unclassified,unclassified,unclassified,unclassified
Otu001759,15,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,unclassified
Otu001760,11,Bacteria,Verrucomicrobia,Subdivision3,Subdivision3_order_incertae_sedis,Subdivision3_family_incertae_sedis,3_genus_incertae_sedis
Otu001761,10,Bacteria,Actinobacteria,Actinobacteria,Acidimicrobiales,unclassified,unclassified
Otu001762,9,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
Otu001763,16,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_order_incertae_sedis,Gammaproteobacteria_family_incertae_sedis,unclassified
Otu001764,12,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001765,15,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu001766,11,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Zavarzinella
Otu001767,13,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella
Otu001768,12,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Planctomyces
Otu001769,9,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Zavarzinella
Otu001770,12,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001771,9,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001772,11,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001773,19,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001774,14,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001775,18,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001776,38,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu001777,8,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,unclassified
Otu001778,8,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,unclassified
Otu001779,8,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified
